round,pair_idx,i,j,imgA,imgB,scoreA,scoreB,winner,conf,obj_name,dino_scoreA,dino_scoreB,dino_margin,dino_winner,match,vlm_margin,vlm_sign,dino_sign,judge_tag,t2i_dir,model_label
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,84.0,70.0,0,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.669730544090271,0.5630344748497009,0.10669606924057007,0,1,14.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,75.0,90.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.8057171106338501,0.8638245463371277,-0.05810743570327759,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,70.0,90.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.6663233637809753,0.8485754728317261,-0.18225210905075073,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,75.0,95.0,1,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.5468538999557495,0.8491940498352051,-0.30234014987945557,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,55.0,92.0,1,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.6513478755950928,0.8607419729232788,-0.20939409732818604,1,1,-37.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,65.0,90.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7451238632202148,0.8269335031509399,-0.0818096399307251,1,1,-25.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,8,4,3,round004_pair008_i4_A.png,round004_pair008_j3_B.png,60.0,90.0,1,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.6948887705802917,0.805182933807373,-0.1102941632270813,1,1,-30.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,9,4,0,round004_pair009_i4_A.png,round004_pair009_j0_B.png,70.0,90.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7245087623596191,0.8410892486572266,-0.11658048629760742,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
4,10,4,1,round004_pair010_i4_A.png,round004_pair010_j1_B.png,70.0,90.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.8236649632453918,0.8583556413650513,-0.034690678119659424,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,1,4,1,round005_pair001_i4_A.png,round005_pair001_j1_B.png,85.0,60.0,0,0.8,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7504856586456299,0.7545771598815918,-0.004091501235961914,1,0,25.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,2,0,3,round005_pair002_i0_A.png,round005_pair002_j3_B.png,65.0,85.0,1,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.6789304614067078,0.7619592547416687,-0.08302879333496094,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,3,2,5,round005_pair003_i2_A.png,round005_pair003_j5_B.png,60.0,90.0,1,0.95,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.8276314735412598,0.8951497673988342,-0.06751829385757446,1,1,-30.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,4,4,2,round005_pair004_i4_A.png,round005_pair004_j2_B.png,90.0,65.0,0,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.8397657871246338,0.6627504825592041,0.1770153045654297,0,1,25.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,5,4,2,round005_pair005_i4_A.png,round005_pair005_j2_B.png,75.0,90.0,1,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7116039991378784,0.7304530143737793,-0.01884901523590088,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,6,4,1,round005_pair006_i4_A.png,round005_pair006_j1_B.png,82.0,65.0,0,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7426249980926514,0.769667387008667,-0.027042388916015625,1,0,17.0,1.0,-1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,7,4,1,round005_pair007_i4_A.png,round005_pair007_j1_B.png,65.0,85.0,1,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.6773369908332825,0.6594208478927612,0.01791614294052124,0,0,-20.0,-1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,8,4,0,round005_pair008_i4_A.png,round005_pair008_j0_B.png,90.0,70.0,0,0.9,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7615187764167786,0.6177523732185364,0.1437664031982422,0,1,20.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,9,4,2,round005_pair009_i4_A.png,round005_pair009_j2_B.png,90.0,75.0,0,0.85,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7570814490318298,0.6478787064552307,0.10920274257659912,0,1,15.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
5,10,4,5,round005_pair010_i4_A.png,round005_pair010_j5_B.png,85.0,70.0,0,0.8,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_0_0,0.7227888107299805,0.6750426292419434,0.04774618148803711,0,1,15.0,1.0,1.0,gpt_4_1_mini,qwen_image_fal_duel,Qwen-Image-duel
